season,MAE,RMSE,MAPE_pct,SMAPE_pct,R2,n_eval_points
Heating season,3.5576303917846763,5.966354614456627,24.42996058191521,23.645820607524353,0.6863538691488076,2472
Cooling season,1.4916809139347273,2.286798135624324,18.652591088166048,17.941012750044294,0.7167911002348872,5293
