cluster_label,count,cluster_probability_mean,cluster_probability_min,cluster_probability_max,outlier_score_mean,outlier_score_max,pm25_mean,pm25_median,pm25_min,pm25_max
-1,6874,0.0,0.0,0.0,0.48249660607340356,0.8245436969517039,0.01722014797720026,0.0012023219359204,-2.396056720740808,2.708722602004185
0,151,0.9916969515704471,0.9638594773834164,1.0,0.00830304842955289,0.03614052261658359,0.7514544672413772,0.7833724595856102,-0.7689433856507472,2.240428168799707
1,2322,0.9879545260331157,0.9280006697173151,1.0,0.18767871769803965,0.3107492112180587,-0.09984535820358317,-0.042710909661558896,-2.0875440928816364,1.6490064584519348
