MAE,RMSE,MAPE_pct,SMAPE_pct,R2,n_eval_points,target,n_features,iterations,learning_rate,depth
0.8000513524779953,1.0059714077220465,357.54230598176366,108.63846585408115,0.33100607132489224,1403,pm25,13,600,0.03,6
