datetime,date,hour_sin,pm25_lag_1h,pm25_rolling_24h,pm10,hour,o3,no2,hour_cos,pm25_lag_24h,co,month,pm25
2023-08-18 14:00:00,2023-08-18,-0.7138082140985076,0.8312829042421902,0.3378835926368644,-0.2789355997047214,0.3640525957083951,1.0342426359890666,-1.1117594163023483,-1.2324508784605084,0.1642220036672411,-0.8934040133545228,0.5172225522189988,-0.2698548819179766
2023-08-24 21:00:00,2023-08-24,-1.0073039762556186,-0.2699691346248028,0.3421032289388963,0.0007976300880203,1.370265055211337,0.8604359107605548,0.7554045578256202,0.9878895344529952,-0.0124927167191172,-0.8938441520383577,0.5172225522189988,0.0636777123042019
2023-08-25 00:00:00,2023-08-25,-0.0052467645997838,0.0635529114320579,0.4159468642244535,0.8519858864573625,-1.648372323297488,-0.688375129609073,-0.5614708855968314,1.4012830538359964,-0.2396973572158641,-0.893697439143746,0.5172225522189988,1.0831546984172755
2023-08-25 01:00:00,2023-08-25,0.3615316309116516,1.0829976559832173,0.4753734088114015,0.5442793336853466,-1.5046276862256394,-0.4431145284532841,0.0269879478165828,1.3531902961835862,-0.0629826368295054,-0.893697439143746,0.5172225522189988,1.0013448168156094
2023-08-25 03:00:00,2023-08-25,0.9968104470560508,1.0011903616673836,0.5242508626432705,0.2805308598807619,-1.2171384120819415,-0.0549461754429408,-0.8191204288751373,0.9878895344529954,-0.0629826368295054,-0.8938441520383577,0.5172225522189988,0.8125527823502254
2023-08-25 06:00:00,2023-08-25,1.4118761343976642,0.8124042978616134,0.5945781343438012,0.4803403097327202,-0.7859045008663953,-0.6671320854144771,-0.55829002703784,-0.0101307066385907,-0.2270748771882671,-0.893697439143746,0.5172225522189988,1.0328101558931737
2023-08-25 07:00:00,2023-08-25,1.3635888425674862,1.032654705635012,0.6540046789307499,0.4843364987297591,-0.6421598637945465,-0.568641607784987,-0.6219071982176686,-0.3754314683691812,-0.0124927167191172,-0.893697439143746,0.5172225522189988,1.0516893593397116
2023-08-25 09:00:00,2023-08-25,0.9968104470560508,1.051533312015589,0.6835421330449726,0.3844317738037799,-0.3546705896508489,0.238594071609657,-0.7395989649003515,-1.0081509477301769,0.2652018438880176,-0.8939908649329692,0.5172225522189988,0.7936735789036867
2023-08-25 10:00:00,2023-08-25,0.7033146848989401,0.7935256914810361,0.722222132480264,0.4603593647475243,-0.2109259525790001,0.6576613979939576,-0.8541098730240428,-1.2324508784605082,0.0001297633084797,-0.8939908649329692,0.5172225522189988,0.6929844938554821
2023-08-25 14:00:00,2023-08-25,-0.7138082140985076,0.6928397907846254,0.7341777686693547,-0.2269851427432122,0.3640525957083951,1.2814344229807282,-1.0863125478304172,-1.2324508784605084,-0.4101008375884241,-0.8938441520383577,0.5172225522189988,-0.1943380681318229
2023-08-25 21:00:00,2023-08-25,-1.0073039762556186,-0.1944547091024947,0.7978239495583346,0.6841459485817174,1.370265055211337,-0.8621818548375849,0.7204151136767142,0.9878895344529952,-0.5615705979195886,-0.8938441520383577,0.5172225522189988,0.5797092731762515
2023-08-25 23:00:00,2023-08-25,-0.3720251601112204,0.5795681525011632,0.8966337662975804,1.3155438101139054,1.6577543293550343,-1.016676721707373,0.5581913271681516,1.3531902961835856,-0.5678818379333872,-0.893697439143746,0.5172225522189988,1.2027229869120188
2023-08-26 01:00:00,2023-08-26,0.3615316309116516,1.202562163060205,0.9757519469606774,0.2325765919162918,-1.5046276862256394,-0.4662887584837522,0.1128711289093515,1.3531902961835862,-0.8329539185129251,-0.8938441520383577,0.5172225522189988,0.5860023409917645
2023-08-26 02:00:00,2023-08-26,0.7033146848989401,0.585861021294689,0.9901690376592855,0.5482755226823859,-1.3608830491537904,-0.2171657856562186,-0.0938846774250913,1.2121894651833267,0.6249425246745333,-0.893697439143746,0.5172225522189988,0.8817765283208658
2023-08-26 04:00:00,2023-08-26,1.2220176662166553,0.8816258545903954,1.0165417645469843,0.0527480870495293,-1.073393775010093,-0.2133034139844739,-0.4724068459450715,0.6955761735987029,0.1074208435430545,-0.8939908649329692,0.5172225522189988,0.5797092731762515
2023-08-26 05:00:00,2023-08-26,1.3635888425674862,0.5795681525011632,1.0376399460571435,0.4923288767238375,-0.929649137938244,-0.5396738202469017,-0.5360240171249001,0.3551700550919996,0.4987177243985628,-0.8939908649329692,0.5172225522189988,0.8754834605053534
2023-08-26 06:00:00,2023-08-26,1.4118761343976642,0.8753329857968701,1.0552217639822767,0.7880468625047358,-0.7859045008663953,-0.9143238724061384,-0.5169388657709515,-0.0101307066385907,0.7953460050470933,-0.8938441520383577,0.5172225522189988,1.1083269696793268
2023-08-26 09:00:00,2023-08-26,0.9968104470560508,1.10816913115732,1.0457275823027046,0.3244889388481925,-0.3546705896508489,0.369914708448977,-1.009971942414623,-1.0081509477301769,0.8963258452678697,-0.8935507262491345,0.5172225522189988,0.7244498329330459
2023-08-26 10:00:00,2023-08-26,0.7033146848989401,0.7243041347522536,1.0197064917735086,0.2925194268718793,-0.2109259525790001,0.8778165832834062,-1.0163336595326058,-1.2324508784605082,0.9657494854196536,-0.8939908649329692,0.5172225522189988,0.4978993915745851
2023-08-26 14:00:00,2023-08-26,-0.7138082140985076,0.4977608581853294,0.9448079474124432,-0.1470613628024289,0.3640525957083951,1.2312235912480471,-1.1690148703641945,-1.2324508784605084,1.0541068456128326,-0.8941375778275807,0.5172225522189988,-0.288734085364515
2023-08-26 16:00:00,2023-08-26,-1.232511195416223,-0.2888477410053799,0.868502857617368,-0.1990118197639381,0.6515418698520927,1.2312235912480471,-1.2389937586620057,-0.715837586875885,1.0414843655852355,-0.8941375778275807,0.5172225522189988,-0.3264924922575918
2023-08-26 20:00:00,2023-08-26,-1.2325111954162231,-0.3266049537665339,0.7834068588597257,-0.1870232527728206,1.226520418139488,1.2312235912480471,-0.0016397792143399,0.6955761735987029,1.1298417257784152,-0.8938441520383577,0.5172225522189988,-0.3957162382282326
2023-08-27 01:00:00,2023-08-27,0.3615316309116516,-0.3958265104953163,0.7454301321414393,0.4044127187889758,-1.5046276862256394,1.2312235912480471,0.6059042055530229,1.3531902961835862,1.1298417257784152,-0.8935507262491345,0.5172225522189988,0.4475548490504827
2023-08-27 02:00:00,2023-08-27,0.7033146848989401,0.447417907837124,0.7144861325932057,0.0727290320347251,-1.3608830491537904,-0.8390076248071165,0.0142645135806171,1.2121894651833267,0.8332134451298845,-0.893697439143746,0.5172225522189988,0.2776420180316371
