o3
-1.0
0.6855
0.7065649999999999
0.76946
0.8113
0.82377
0.8282
0.8331850000000001
0.84663
0.931415
0.93211
0.94291
0.948315
1.03491
1.048345
1.08644
1.12995
1.16236
1.1643
1.213485
1.23441
1.26516
1.276525
1.279015
1.27985
1.29093
1.300625
1.381675
1.480455
1.48849
1.52534
1.54307
1.55097
1.55388
1.56303
1.56691
1.56857
1.5718899999999998
1.576185
1.58325
1.60736
1.61207
1.64393
1.65557
1.67802
1.70794
1.71293
1.717085
1.75366
1.75421
1.766265
1.7689
1.775
1.80076
1.80077
1.80215
1.815725
1.82238
1.83803
1.89192
1.957875
1.96854
1.979765
1.98863
1.99029
2.00345
2.022985
2.02631
2.06649
2.08727
2.102095
2.10251
2.10389
2.107625
2.11692
2.124675
2.15571
2.174825
2.208215
2.21362
2.2139
2.23025
2.23841
2.23911
2.24313
2.24465
2.26377
2.26793
2.288295
2.29093
2.30645
2.31254
2.31835
2.332485
2.34537
2.383605
2.39843
2.40717
2.41423
2.41617
2.44484
2.44914
2.45468
2.45704
2.50483
2.509685
2.52173
2.53171
2.53989
2.54279
2.54639
2.553185
2.57286
2.57799
2.58519
2.605415
2.61428
2.615255
2.642405
2.64933
2.66776
2.69159
2.70627
2.70724
2.71348
2.74174
2.7585050000000004
2.77804
2.787875
2.7912
2.80159
2.819465
2.82708
2.8293
2.83041
2.87474
2.88485
2.889295
2.9285
2.94803
2.95163
2.96812
2.97033
2.98876
3.00054
3.01134
3.01716
3.03932
3.042375
3.05679
3.07064
3.0725800000000003
3.0928
3.1088750000000003
3.13215
3.13395
3.14337
3.14767
3.153205
3.178285
3.1884
3.18923
3.19006
3.192005
3.19338
3.1992000000000003
3.2039150000000003
3.208485
3.210845
3.2477
3.25019
3.25545
3.27069
3.28316
3.28898
3.307265
3.3209850000000003
3.330265
3.332065
3.338855
3.3414900000000003
3.34495
3.34745
3.3552
3.36933
3.37903
3.39635
3.39926
3.4115900000000003
3.416435
3.43182
3.43791
3.43916
3.44138
3.44553
3.46049
3.46797
3.4724
3.49956
3.5138350000000003
3.54473
3.59017
3.5971
3.601115
3.61733
3.61815
3.664425
3.674675
3.681055
3.699335
3.70751
3.735355
3.73938
3.78551
3.78939
3.79437
3.81377
3.81655
3.822915
3.8268
3.828045
3.83747
3.85146
3.874315
3.87917
3.908535
3.91463
3.925025
3.9368
3.93777
3.95315
3.95412
3.95952
3.965485
3.9846
3.98737
4.0033
4.03405
4.041535
4.06703
4.06952
4.07534
4.0777
4.08365
4.11579
4.124385
4.15181
4.152235
4.194485
4.229125
4.250735000000001
4.28177
4.3092
4.31502
4.32749
4.32874
4.34356
4.347715
4.38013
4.38235
4.42003
4.42364
4.42779
4.44483
4.46796
4.47018
4.48735
4.494565
4.49457
4.504825
4.523385
4.557605
4.5655
4.571185
4.6
4.605125
4.62618
4.62771
4.63034
4.63754
4.63838
4.66248
4.67606
4.68506
4.701825
4.724825
4.73134
4.74311
4.7463
4.76043
4.76279
4.77913
4.79229
4.793405
4.833155
4.835935
4.8606
4.892185
4.89675
4.9
4.90604
4.913655
4.94012
4.941784999999999
4.960205
4.98196
4.98362
4.987500000000001
5.01244
5.01964
5.03045
5.03114
5.05954
5.075745
5.07949
5.085859999999999
5.09362
5.14101
5.159155
5.16303
5.2089
5.255575
5.276915000000001
5.278295
5.28758
5.3
5.31003
5.31335
5.32166
5.33386
5.338979999999999
5.341475
5.34272
